Promotion Indicator,Brand,Manufacturer,Product,ProductsID,Region,Retailer,DDMMMYY,CY % Time On Promo,4 Weeks CY Ave Price Quantity,4 Weeks CY Sales On Promo,4 Weeks CY Ave RSP On Promo,4 Weeks CY % Sales On Promo
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Eastern Cape,PnP Hypermarket,2 Aug 26,,67.444,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Eastern Cape,PnP Hypermarket,9 Aug 26,1.0,,120.49,60.245,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Eastern Cape,PnP Hypermarket,16 Aug 26,1.0,,293.48,58.696000000000005,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Eastern Cape,Spar,2 Aug 26,0.2,66.24,172.97,57.656666666666666,0.6528155193236715
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Eastern Cape,Spar,9 Aug 26,0.1111111111111111,66.80818181818182,61.74,61.74,0.0840125733102913
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Eastern Cape,Spar,16 Aug 26,,66.49,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Eastern Cape,SuperSpar,2 Aug 26,0.2083333333333333,65.161875,868.85,57.92333333333333,0.4166786560392868
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Eastern Cape,SuperSpar,9 Aug 26,,65.95551724137931,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Eastern Cape,SuperSpar,16 Aug 26,,65.79,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Buying Partner,2 Aug 26,,63.5,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Buying Partner,9 Aug 26,,63.5,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Checkers,2 Aug 26,,64.9875,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Checkers,9 Aug 26,0.1666666666666666,64.99,2179.96,45.41583333333333,6.708601323280505
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Checkers,16 Aug 26,0.125,64.989,90.0,45.0,0.1384849743802797
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Checkers Foods,2 Aug 26,,64.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Checkers Foods,9 Aug 26,,64.985,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Checkers Foods,16 Aug 26,,64.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Checkers Hyper,2 Aug 26,,64.98666666666666,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Checkers Hyper,9 Aug 26,,64.9875,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Checkers Hyper,16 Aug 26,,64.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Clicks,2 Aug 26,,69.389,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Clicks,9 Aug 26,0.5625,53.59166666666667,1721.85,50.64264705882353,2.677421862851811
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Clicks,16 Aug 26,0.7,49.4964705882353,3464.75,49.496428571428574,4.117643563415098
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Clicks Pharmacy,2 Aug 26,,68.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Clicks Pharmacy,9 Aug 26,1.0,,167.98,55.99333333333333,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Clicks Pharmacy,16 Aug 26,1.0,,148.49,49.49666666666667,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Dis-Chem,2 Aug 26,0.8571428571428571,41.595,1284.2,44.282758620689656,7.718475778338743
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Dis-Chem,9 Aug 26,1.0,,740.85,43.57941176470588,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Dis-Chem,16 Aug 26,0.6,47.99153846153846,285.97,28.597,0.4583660581192197
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,KwikSpar,9 Aug 26,,69.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,KwikSpar,16 Aug 26,,69.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Makro Main,2 Aug 26,,59.95,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Makro Main,16 Aug 26,,59.2,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Makro Online,9 Aug 26,,59.95,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,OK Foods,2 Aug 26,,69.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,OK Foods,9 Aug 26,,62.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,OK Foods,16 Aug 26,,69.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,OK Minimark,16 Aug 26,,64.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,PnP Corporate,2 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,PnP Corporate,16 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,PnP Family,2 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,PnP Family,9 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,PnP Family,16 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,PnP Hypermarket,2 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,PnP Hypermarket,9 Aug 26,1.0,,225.49,56.3725,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,PnP Hypermarket,16 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,PnP Mini Market,2 Aug 26,,70.49,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,PnP Mini Market,9 Aug 26,,70.49,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Spar,2 Aug 26,,66.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Spar,9 Aug 26,,66.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,Spar,16 Aug 26,,66.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,SuperSpar,2 Aug 26,,64.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,SuperSpar,9 Aug 26,,65.49,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Free State,SuperSpar,16 Aug 26,,64.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Checkers,2 Aug 26,,64.9513043478261,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Checkers,9 Aug 26,,64.98741007194245,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Checkers,16 Aug 26,,64.9878125,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Checkers Hyper,2 Aug 26,,64.98659574468086,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Checkers Hyper,9 Aug 26,,64.98788461538462,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Checkers Hyper,16 Aug 26,,64.987,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Clicks,2 Aug 26,,69.07205479452055,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Clicks,9 Aug 26,0.6424242424242425,50.0068669527897,37001.1,50.205020352781546,3.1756239486422464
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Clicks,16 Aug 26,0.6256983240223464,49.75816377171216,54485.94,49.84989935956085,2.717159023245933
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Clicks Pharmacy,2 Aug 26,,68.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Clicks Pharmacy,9 Aug 26,0.5555555555555556,50.57888888888888,781.44,52.096,0.8583291228224337
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Clicks Pharmacy,16 Aug 26,0.4545454545454545,49.49617647058823,1504.38,50.146,0.8939371430948322
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Dis-Chem,2 Aug 26,0.9661016949152542,43.59615384615385,37374.38,42.18327313769751,65.94509042787824
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Dis-Chem,9 Aug 26,0.990990990990991,44.19,27111.44,42.76252365930599,204.50660028664103
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Dis-Chem,16 Aug 26,0.5633802816901409,38.732,5345.53,38.18235714285714,3.0669615706794264
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,KwikSpar,2 Aug 26,,69.32333333333332,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,KwikSpar,9 Aug 26,,69.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,KwikSpar,16 Aug 26,,69.39,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Makro Main,2 Aug 26,,59.77,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Makro Main,9 Aug 26,0.1,59.156451612903226,212.95,53.2375,0.1161218202143032
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Makro Main,16 Aug 26,,59.575,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Makro Online,2 Aug 26,,59.95,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Makro Online,9 Aug 26,,59.95,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Makro Online,16 Aug 26,,59.95,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Medicare,2 Aug 26,1.0,,681.08,42.5675,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Medicare,9 Aug 26,0.6666666666666666,49.3925,712.29,44.518125,3.605253834084122
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Medicare,16 Aug 26,0.3333333333333333,57.406666666666666,116.99,38.99666666666666,0.6793055394263151
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,OK Foods,9 Aug 26,,64.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,OK Foods,16 Aug 26,,69.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,OK Minimark,9 Aug 26,,66.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,OK Urban,2 Aug 26,1.0,,405.0,45.0,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,OK Urban,9 Aug 26,1.0,,135.0,45.0,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,PnP Clothing,2 Aug 26,,66.85333333333334,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,PnP Clothing,16 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,PnP Corporate,2 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,PnP Corporate,9 Aug 26,,67.91895833333334,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,PnP Corporate,16 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,PnP Family,2 Aug 26,,67.9084,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,PnP Family,9 Aug 26,,67.88967213114755,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,PnP Family,16 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,PnP Hypermarket,2 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,PnP Hypermarket,9 Aug 26,0.9333333333333332,67.99,2721.37,56.69520833333333,40.02603324018238
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,PnP Hypermarket,16 Aug 26,1.0,,4798.66,53.91752808988764,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,PnP Local,2 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,PnP Local,9 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,PnP Mini Market,2 Aug 26,,70.49,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Spar,2 Aug 26,,66.18821428571428,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Spar,9 Aug 26,,66.26391304347825,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,Spar,16 Aug 26,,67.26272727272728,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,SuperSpar,2 Aug 26,0.0217391304347826,66.14164835164836,61.74,61.74,0.0102577053244036
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,SuperSpar,9 Aug 26,0.0416666666666666,65.98033333333333,169.74,33.948,0.0285842751122809
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Gauteng,SuperSpar,16 Aug 26,,65.73492753623188,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Checkers,2 Aug 26,,64.98744680851064,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Checkers,9 Aug 26,,64.98702702702703,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Checkers,16 Aug 26,0.0303030303030303,64.98698412698413,181.96,60.653333333333336,0.0444435760030091
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Checkers Foods,2 Aug 26,,64.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Checkers Foods,9 Aug 26,,64.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Checkers Hyper,2 Aug 26,,64.98705882352941,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Checkers Hyper,9 Aug 26,,64.98625,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Checkers Hyper,16 Aug 26,,64.986875,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Clicks,2 Aug 26,,69.07291666666667,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Clicks,9 Aug 26,0.64,51.250600000000006,11764.16,50.70758620689655,2.2954189804607164
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Clicks,16 Aug 26,0.6666666666666666,50.13540983606558,20649.32,49.8775845410628,3.3759915769097457
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Clicks Pharmacy,2 Aug 26,,68.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Clicks Pharmacy,9 Aug 26,0.5,49.5,890.93,49.49611111111111,8.99929292929293
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Clicks Pharmacy,16 Aug 26,0.6,49.49666666666667,1573.37,50.75387096774193,5.297898848407299
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Dis-Chem,2 Aug 26,0.972972972972973,45.49,11989.3,42.81892857142857,131.7795119806551
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Dis-Chem,9 Aug 26,1.0,,8544.85,44.04561855670103,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Dis-Chem,16 Aug 26,0.3214285714285714,54.91675,1715.74,38.12755555555555,0.7810640651531636
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,KwikSpar,2 Aug 26,,68.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,KwikSpar,9 Aug 26,,68.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,KwikSpar,16 Aug 26,,68.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Makro Main,2 Aug 26,,59.95,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Makro Main,9 Aug 26,,59.35,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Makro Main,16 Aug 26,,59.95,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,OK Grocer,16 Aug 26,,64.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,OK Urban,16 Aug 26,1.0,,59.84,59.84,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,PnP Corporate,2 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,PnP Corporate,9 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,PnP Corporate,16 Aug 26,0.1111111111111111,67.99,50.0,50.0,0.0735402265038976
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,PnP Family,2 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,PnP Family,9 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,PnP Family,16 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,PnP Hypermarket,2 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,PnP Hypermarket,9 Aug 26,1.0,,345.98,57.66333333333333,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,PnP Hypermarket,16 Aug 26,1.0,,695.37,53.49,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,PnP Local,2 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,PnP Local,9 Aug 26,,67.99,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Spar,2 Aug 26,0.3684210526315789,66.16647058823528,874.85,58.32333333333334,0.7777619729203524
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Spar,9 Aug 26,,66.51380952380953,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,Spar,16 Aug 26,,66.35842105263157,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,SuperSpar,2 Aug 26,0.5555555555555556,62.13893617021277,4973.14,57.82720930232559,1.7028210633001544
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,SuperSpar,9 Aug 26,0.1395348837209302,64.05493506493507,1418.51,59.10458333333333,0.2876001321917267
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Kwazulu-natal,SuperSpar,16 Aug 26,0.0681818181818181,64.07413461538462,776.87,59.75923076923077,0.116582204207566
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Limpopo,Checkers,2 Aug 26,,64.9875,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Limpopo,Checkers,9 Aug 26,,64.98818181818181,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Limpopo,Checkers,16 Aug 26,,64.98666666666666,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Limpopo,Clicks,2 Aug 26,,69.10111111111111,,,
0,Comfort,Unilever,Comfort Fabric Conditioner Calming Lavender 800ml,157471,Limpopo,Clicks,9 Aug 26,0.7096774193548387,49.98325,9328.16,51.253626373626375,4.665642990401785
